Date,Open,High,Low,Close,Adj Close,Volume,L
2017-09-07,162.089996,162.240005,51,161.259995,159.415192,21928500,160.360001
2017-09-08,160.860001,161.149994,52,158.630005,156.815277,28611500,158.529999
2017-09-11,160.5,162.050003,53,161.5,159.652451,31085900,159.889999
2017-09-12,162.610001,163.960007,54,160.860001,159.01976,71714000,158.770004
2017-09-13,159.869995,159.960007,55,159.649994,157.823593,44907400,157.910004
2017-09-14,158.990005,159.399994,56,158.279999,156.469269,23760700,158.089996
2017-09-15,158.470001,160.970001,57,159.880005,158.050964,49114600,158
2017-09-18,160.110001,160.5,58,158.669998,156.854813,28269400,158
2017-09-19,159.509995,159.770004,59,158.729996,156.914124,20810600,158.440002
2017-09-20,157.899994,158.259995,60,156.070007,154.284561,52951400,153.830002
2017-09-21,155.800003,155.800003,61,153.389999,151.635208,37511700,152.75
2017-09-22,151.539993,152.270004,62,151.889999,150.15239,46645400,150.559998
2017-09-25,149.990005,151.830002,63,150.550003,148.827698,44387300,149.160004
2017-09-26,151.779999,153.919998,64,153.139999,151.388062,36660000,151.690002
2017-09-27,153.800003,154.720001,65,154.229996,152.465607,25504200,153.539993
2017-09-28,153.889999,154.279999,66,153.279999,151.526474,22005500,152.699997
2017-09-29,153.210007,154.130005,67,154.119995,152.356857,26299800,152
2017-10-02,154.259995,154.449997,68,153.809998,152.050415,18698800,152.720001
2017-10-03,154.009995,155.089996,69,154.479996,152.712738,16230300,153.910004
2017-10-04,153.630005,153.860001,70,153.479996,151.724197,20163800,152.460007
2017-10-05,154.179993,155.440002,71,155.389999,153.612335,21283800,154.050003
2017-10-06,154.970001,155.490005,72,155.300003,153.523361,17407600,154.559998
2017-10-09,155.809998,156.729996,73,155.839996,154.057175,16262900,155.490005
2017-10-10,156.059998,158,74,155.899994,154.116486,15617000,155.100006
2017-10-11,155.970001,156.979996,75,156.550003,154.759079,16905600,155.75
2017-10-12,156.350006,157.369995,76,156,154.215363,16125100,155.729996
2017-10-13,156.729996,157.279999,77,156.990005,155.194031,16394200,156.410004
2017-10-16,157.899994,160,78,159.880005,158.050964,24121500,157.649994
2017-10-17,159.779999,160.869995,79,160.470001,158.634216,18997300,159.229996
2017-10-18,160.419998,160.710007,80,159.759995,157.932343,16374200,159.600006
2017-10-19,156.75,157.080002,81,155.979996,154.195572,42584200,155.020004
2017-10-20,156.610001,157.75,82,156.25,154.462494,23974100,155.960007
2017-10-23,156.889999,157.690002,83,156.169998,154.383408,21984300,155.5
2017-10-24,156.289993,157.419998,84,157.100006,155.302765,17757200,156.199997
2017-10-25,156.910004,157.550003,85,156.410004,154.620682,21207100,155.270004
2017-10-26,157.229996,157.830002,86,157.410004,155.609222,17000500,156.779999
2017-10-27,159.289993,163.600006,87,163.050003,161.184708,44454200,158.699997
2017-10-30,163.889999,168.070007,88,166.720001,164.812729,44700800,163.720001
2017-10-31,167.899994,169.649994,89,169.039993,167.106186,36046800,166.940002
2017-11-01,169.869995,169.940002,90,166.889999,164.980774,33637800,165.610001
2017-11-02,166.600006,168.5,91,168.110001,166.186829,41393400,165.279999
2017-11-03,174,174.259995,92,172.5,170.526596,59398600,171.119995
2017-11-06,172.369995,174.990005,93,174.25,172.256577,35026300,171.720001
2017-11-07,173.910004,175.25,94,174.809998,172.810165,24361500,173.600006
2017-11-08,174.660004,176.240005,95,176.240005,174.223831,24409500,174.330002
2017-11-09,175.110001,176.100006,96,175.880005,173.86795,29482600,173.139999
2017-11-10,175.110001,175.380005,97,174.669998,173.292511,25145500,174.270004
2017-11-13,173.5,174.5,98,173.970001,172.598022,16982100,173.399994
2017-11-14,173.039993,173.479996,99,171.339996,169.988754,24782500,171.179993
2017-11-15,169.970001,170.320007,100,169.080002,167.746582,29158100,168.380005
2017-11-16,171.179993,171.869995,101,171.100006,169.750671,23637500,170.300003
2017-11-17,171.039993,171.389999,102,170.149994,168.808151,21899500,169.639999
2017-11-20,170.289993,170.559998,103,169.979996,168.639496,16262400,169.559998
2017-11-21,170.779999,173.699997,104,173.139999,171.774567,25131300,170.779999
2017-11-22,173.360001,175,105,174.960007,173.580231,25588900,173.050003
2017-11-24,175.100006,175.5,106,174.970001,173.590149,14026700,174.649994
2017-11-27,175.050003,175.080002,107,174.089996,172.717072,20716800,173.339996
2017-11-28,174.300003,174.869995,108,173.070007,171.705139,26428800,171.860001
2017-11-29,172.630005,172.919998,109,169.479996,168.143433,41666400,167.160004
2017-11-30,170.429993,172.139999,110,171.850006,170.494751,41527200,168.440002
2017-12-01,169.949997,171.669998,111,171.050003,169.70105,39759300,168.5
2017-12-04,172.479996,172.619995,112,169.800003,168.460922,32542400,169.630005
2017-12-05,169.059998,171.520004,113,169.639999,168.30217,27350200,168.399994
2017-12-06,167.5,170.199997,114,169.009995,167.677139,28560000,166.460007
2017-12-07,169.029999,170.440002,115,169.320007,167.984711,25673300,168.910004
2017-12-08,170.490005,171,116,169.369995,168.034302,23355200,168.820007
2017-12-11,169.199997,172.889999,117,172.669998,171.308289,35273800,168.789993
2017-12-12,172.149994,172.389999,118,171.699997,170.345932,19409200,171.460007
2017-12-13,172.5,173.539993,119,172.270004,170.911438,23818400,172
2017-12-14,172.399994,173.130005,120,172.220001,170.861832,20476500,171.649994
2017-12-15,173.630005,174.169998,121,173.970001,172.598022,40169300,172.460007
2017-12-18,174.880005,177.199997,122,176.419998,175.028717,29421100,174.860001
2017-12-19,175.029999,175.389999,123,174.539993,173.163528,27436400,174.089996
2017-12-20,174.869995,175.419998,124,174.350006,172.975037,23475600,173.25
2017-12-21,174.169998,176.020004,125,175.009995,173.629822,20949900,174.100006
2017-12-22,174.679993,175.419998,126,175.009995,173.629822,16349400,174.5
2017-12-26,170.800003,171.470001,127,170.570007,169.224838,33185500,169.679993
2017-12-27,170.100006,170.779999,128,170.600006,169.254608,21498200,169.710007
2017-12-28,171,171.850006,129,171.080002,169.73082,16480200,170.479996
2017-12-29,170.520004,170.589996,130,169.229996,167.895416,25999900,169.220001
2018-01-02,170.160004,172.300003,131,172.259995,170.901505,25555900,169.259995
2018-01-03,172.529999,174.550003,132,172.229996,170.871735,29517900,171.960007
2018-01-04,172.539993,173.470001,133,173.029999,171.665436,22434600,172.080002
2018-01-05,173.440002,175.369995,134,175,173.619904,23660000,173.050003
2018-01-08,174.350006,175.610001,135,174.350006,172.975037,20567800,173.929993
2018-01-09,174.550003,175.059998,136,174.330002,172.9552,21584000,173.410004
2018-01-10,173.160004,174.300003,137,174.289993,172.915497,23959900,173
2018-01-11,174.589996,175.490005,138,175.279999,173.897705,18667700,174.490005
2018-01-12,176.179993,177.360001,139,177.089996,175.69342,25418100,175.649994
2018-01-16,177.899994,179.389999,140,176.190002,174.800537,29565900,176.139999
2018-01-17,176.149994,179.25,141,179.100006,177.687576,33888500,175.070007
2018-01-18,179.369995,180.100006,142,179.259995,177.846313,31193400,178.25
2018-01-19,178.610001,179.580002,143,178.460007,177.052628,32425100,177.410004
2018-01-22,177.300003,177.779999,144,177,175.604141,27108600,176.600006
2018-01-23,177.300003,179.440002,145,177.039993,175.643814,32689100,176.820007
2018-01-24,177.25,177.300003,146,174.220001,172.846054,51105100,173.199997
2018-01-25,174.509995,174.949997,147,171.110001,169.760574,41529000,170.529999
2018-01-26,172,172,148,171.509995,170.157425,39143000,170.059998
2018-01-29,170.160004,170.160004,149,167.960007,166.635422,50640400,167.070007
2018-01-30,165.529999,167.369995,150,166.970001,165.653244,46048200,164.699997
2018-01-31,166.869995,168.440002,151,167.429993,166.109604,32478900,166.5
2018-02-01,167.169998,168.619995,152,167.779999,166.456848,47230800,166.759995
2018-02-02,166,166.800003,153,160.5,159.234253,86593800,160.100006
2018-02-05,159.100006,163.880005,154,156.490005,155.25589,72738500,156
2018-02-06,154.830002,163.720001,155,163.029999,161.744293,68243800,154
2018-02-07,163.089996,163.399994,156,159.539993,158.281815,51608600,159.070007
2018-02-08,160.289993,161,157,155.149994,153.926437,54390500,155.029999
2018-02-09,157.070007,157.889999,158,156.410004,155.809189,70672600,150.240005
2018-02-12,158.5,163.889999,159,162.710007,162.084991,60819500,157.509995
2018-02-13,161.949997,164.75,160,164.339996,163.708725,32549200,161.649994
2018-02-14,163.039993,167.539993,161,167.369995,166.727081,40644900,162.880005
2018-02-15,169.789993,173.089996,162,172.990005,172.3255,51147200,169
2018-02-16,172.360001,174.820007,163,172.429993,171.767639,40176100,171.770004
2018-02-20,172.050003,174.259995,164,171.850006,171.18988,33930500,171.419998
2018-02-21,172.830002,174.119995,165,171.070007,170.412872,37471600,171.009995
2018-02-22,171.800003,173.949997,166,172.5,171.837372,30991900,171.710007
2018-02-23,173.669998,175.649994,167,175.5,174.825851,33812400,173.539993
2018-02-26,176.350006,179.389999,168,178.970001,178.282532,38162200,176.210007
2018-02-27,179.100006,180.479996,169,178.389999,177.704758,38928100,178.160004
2018-02-28,179.259995,180.619995,170,178.119995,177.435791,37782100,178.050003
2018-03-01,178.539993,179.779999,171,175,174.327774,48802000,172.660004
2018-03-02,172.800003,176.300003,172,176.210007,175.533142,38454000,172.449997
2018-03-05,175.210007,177.740005,173,176.820007,176.140793,28401400,174.520004
2018-03-06,177.910004,178.25,174,176.669998,175.991364,23788500,176.130005
2018-03-07,174.940002,175.850006,175,175.029999,174.357666,31703500,174.270004
2018-03-08,175.479996,177.119995,176,176.940002,176.26033,23774100,175.070007
2018-03-09,177.960007,180,177,179.979996,179.288635,32185200,177.389999
2018-03-12,180.289993,182.389999,178,181.720001,181.021957,32207100,180.210007
2018-03-13,182.589996,183.5,179,179.970001,179.278687,31693500,179.240005
2018-03-14,180.320007,180.520004,180,178.440002,177.754562,29368400,177.809998
2018-03-15,178.5,180.240005,181,178.649994,177.963745,22743800,178.070007
2018-03-16,178.649994,179.119995,182,178.020004,177.336182,39404700,177.619995
2018-03-19,177.320007,177.470001,183,175.300003,174.626633,33446800,173.660004
2018-03-20,175.240005,176.800003,184,175.240005,174.566864,19649400,174.940002
2018-03-21,175.039993,175.089996,185,171.270004,170.612106,37054900,171.259995
2018-03-22,170,172.679993,186,168.850006,168.201401,41490800,168.600006
2018-03-23,168.389999,169.919998,187,164.940002,164.306427,41028800,164.940002
2018-03-26,168.070007,173.100006,188,172.770004,172.106354,37541200,166.440002
2018-03-27,173.679993,175.149994,189,168.339996,167.693359,40922600,166.919998
2018-03-28,167.25,170.020004,190,166.479996,165.8405,41668500,165.190002
2018-03-29,167.809998,171.75,191,167.779999,167.135513,38398500,166.899994
2018-04-02,166.639999,168.940002,192,166.679993,166.039734,37586800,164.470001
2018-04-03,167.639999,168.75,193,168.389999,167.743164,30278000,164.880005
2018-04-04,164.880005,172.009995,194,171.610001,170.950806,34605500,164.770004
2018-04-05,172.580002,174.229996,195,172.800003,172.13623,26933200,172.080002
2018-04-06,170.970001,172.479996,196,168.380005,167.733215,35005300,168.199997
2018-04-09,169.880005,173.089996,197,170.050003,169.39679,29017700,169.850006
2018-04-10,173,174,198,173.25,172.584503,28408600,171.529999
2018-04-11,172.229996,173.919998,199,172.440002,171.777618,22431600,171.699997
2018-04-12,173.410004,175,200,174.139999,173.471085,22889300,173.039993
2018-04-13,174.779999,175.839996,201,174.729996,174.058807,25124300,173.850006
2018-04-16,175.029999,176.190002,202,175.820007,175.144638,21578400,174.830002
2018-04-17,176.490005,178.940002,203,178.240005,177.555328,26605400,176.410004
2018-04-18,177.809998,178.820007,204,177.839996,177.15686,20754500,176.880005
2018-04-19,173.759995,175.389999,205,172.800003,172.13623,34808800,172.660004
2018-04-20,170.600006,171.220001,206,165.720001,165.08342,65491100,165.429993
2018-04-23,166.830002,166.919998,207,165.240005,164.60527,36515500,164.089996
2018-04-24,165.669998,166.330002,208,162.940002,162.314102,33692000,161.220001
2018-04-25,162.619995,165.419998,209,163.649994,163.021362,28382100,162.410004
2018-04-26,164.119995,165.729996,210,164.220001,163.589188,27963000,163.369995
2018-04-27,164,164.330002,211,162.320007,161.696487,35655800,160.630005
2018-04-30,162.130005,167.259995,212,165.259995,164.625183,42427400,161.839996
2018-05-01,166.410004,169.199997,213,169.100006,168.450439,53569400,165.270004
2018-05-02,175.229996,177.75,214,176.570007,175.891754,66539400,173.800003
2018-05-03,175.880005,177.5,215,176.889999,176.21051,34068200,174.440002
2018-05-04,178.25,184.25,216,183.830002,183.123856,56201300,178.169998
2018-05-07,185.179993,187.669998,217,185.160004,184.448746,42451400,184.75
2018-05-08,184.990005,186.220001,218,186.050003,185.335327,28402800,183.669998
2018-05-09,186.550003,187.399994,219,187.360001,186.640305,23211200,185.220001
2018-05-10,187.740005,190.369995,220,190.039993,189.309998,27989300,187.649994
2018-05-11,189.490005,190.059998,221,188.589996,188.589996,26212200,187.449997
2018-05-14,189.009995,189.529999,222,188.149994,188.149994,20778800,187.860001
2018-05-15,186.779999,187.070007,223,186.440002,186.440002,23695200,185.100006
2018-05-16,186.070007,188.460007,224,188.179993,188.179993,19183100,186
2018-05-17,188,188.910004,225,186.990005,186.990005,17294000,186.360001
2018-05-18,187.190002,187.809998,226,186.309998,186.309998,18297700,186.130005
2018-05-21,188,189.270004,227,187.630005,187.630005,18400800,186.910004
2018-05-22,188.380005,188.880005,228,187.160004,187.160004,15240700,186.779999
2018-05-23,186.350006,188.5,229,188.360001,188.360001,19467900,185.759995
2018-05-24,188.770004,188.839996,230,188.149994,188.149994,20401000,186.210007
2018-05-25,188.229996,189.649994,231,188.580002,188.580002,17461000,187.649994
2018-05-29,187.600006,188.75,232,187.899994,187.899994,22369000,186.869995
2018-05-30,187.720001,188,233,187.5,187.5,18690500,186.779999
2018-05-31,187.220001,188.229996,234,186.869995,186.869995,27482800,186.139999
2018-06-01,187.990005,190.259995,235,190.240005,190.240005,23250400,187.75
2018-06-04,191.639999,193.419998,236,191.830002,191.830002,26132000,191.350006
2018-06-05,193.070007,193.940002,237,193.309998,193.309998,21566000,192.360001
2018-06-06,193.630005,194.080002,238,193.979996,193.979996,20933600,191.919998
2018-06-07,194.139999,194.199997,239,193.460007,193.460007,21347200,192.339996
2018-06-08,191.169998,192,240,191.699997,191.699997,26656800,189.770004
2018-06-11,191.350006,191.970001,241,191.229996,191.229996,18308500,190.210007
2018-06-12,191.389999,192.610001,242,192.279999,192.279999,16911100,191.149994
2018-06-13,192.419998,192.880005,243,190.699997,190.699997,21638400,190.440002
2018-06-14,191.550003,191.570007,244,190.800003,190.800003,21610100,190.220001
2018-06-15,190.029999,190.160004,245,188.839996,188.839996,61719200,188.259995
2018-06-18,187.880005,189.220001,246,188.740005,188.740005,18484900,187.199997
2018-06-19,185.139999,186.330002,247,185.690002,185.690002,33578500,183.449997
2018-06-20,186.350006,187.199997,248,186.5,186.5,20628700,185.729996
2018-06-21,187.25,188.350006,249,185.460007,185.460007,25711900,184.940002
2018-06-22,186.119995,186.149994,250,184.919998,184.919998,27200400,184.699997
2018-06-25,183.399994,184.919998,251,182.169998,182.169998,31663100,180.729996
2018-06-26,182.990005,186.529999,252,184.429993,184.429993,24569200,182.539993
2018-06-27,185.229996,187.279999,253,184.160004,184.160004,25037500,184.029999
